Sub,Run,Condition,Response,Trigger,T2,T3,T4,T5,T6,T7,T8,T9,T10,A6,A7,A8,A9,A10,A11,A12,A13,A14,FzMaxAmp,PzMaxAmp,F3MaxAmp,P3MaxAmp,F4MaxAmp,P4MaxAmp,ExtraTrials
ONH_02,WIN_1,24dB,Cor,21,2.18914025825208,2.48970575328899,1.49141817937454,1.3581837761537,1.88320139619926,0.406873058831905,0.331393232708757,0.294445415291534,0.307998893990027,0.317719175087933,0.0924172795897032,0.100825781733058,0.187746485073226,0.48513539087662,1.8208328275015,1.92761617204145,2.08257537494813,0.674148990169426,17.2001033732469,21.6014647127656,16.4482798087627,16.165671816316,17.5453749979421,15.7375868608422,
ONH_02,WIN_1,24dB,Cor,23,0.713413699282428,0.24649441272293,0.257055424729216,0.173938700435243,0.127072983742554,0.0479931720291276,0.090569953008,0.188197981970439,0.232066692034715,0.0968066232964939,0.228880436888722,0.135919313083325,0.0916405496214074,0.15116009549632,0.280270771772279,0.2854035746592,0.469141656975976,0.166469737757479,12.8663789244578,11.0995566746675,15.7618833961927,10.4059033260644,21.8413128227226,14.2408156486209,
ONH_02,WIN_1,24dB,Cor,25,2.90700067451667,1.3919480281036,0.951746330771323,0.865634596188535,0.800446838706263,0.203672522068625,0.214775256463975,0.260465513762946,0.966232798051977,0.0980839780968897,0.186714498504273,0.152718822001129,0.171807295862888,0.657872657182805,0.482033118961698,0.413927674793264,0.542114842088836,0.228342734954514,13.0771845981235,12.5635453057265,15.9852675877719,13.1291602902245,16.1806440436744,14.0629722625236,
ONH_02,WIN_1,24dB,Cor,27,2.28386971140057,1.26244746042224,1.13506846234897,0.24646162129497,0.0610134892514559,0.545294060061789,0.234917419141014,0.117062465709547,0.039566141753636,0.250996302453065,0.251896436725398,0.254351033129429,0.280027685483797,0.196054346353337,0.129757420563526,0.118122497404587,0.211033526123733,0.330504175545343,16.577408812218,21.9483755817341,21.9334106174207,12.3907027518099,23.457596848725,17.9006535894428,
ONH_02,WIN_1,24dB,Cor,29,5.45823387268796,4.66993746726737,1.90350168956294,0.798353438778871,0.335309386948607,0.969586044973042,0.394679805786737,0.235531828990419,0.443929475889197,0.127612077279128,0.429804951230871,0.303433579724797,0.251411792255086,0.246923185206379,1.86391520505535,1.30973449123054,0.984464664954986,0.353651751224924,24.0904275134875,18.6491285636969,21.0564187594206,19.8904841184297,23.4268203385995,17.1245385041767,
ONH_02,WIN_1,20dB,Cor,31,3.88885208484044,2.39440675219877,0.0928839086759265,0.103887067119217,0.120715041150836,0.127278365006912,0.112175719932852,0.137992568898874,0.455295541545452,0.282581667689014,0.674275309067026,0.643362318267783,0.626893199616407,0.233823281090774,0.591711920834108,0.472380970231987,0.654092007460572,0.471968625624243,17.9840380577859,17.2790453615285,21.99124011231,14.989548239379,19.7370772171027,15.2297961796478,
ONH_02,WIN_1,20dB,Cor,33,0.596038423678505,0.249339184243356,0.296071595981159,0.359476790322151,0.442936224864911,0.509334337846267,0.260030713620096,0.160905209148352,0.631081705377981,0.311042333205574,0.0490950939989015,0.0605962522324883,0.127602716554142,0.31406756825153,0.0975619622189264,0.117440847948886,0.174033452568896,0.0360084861788653,19.8484191333482,14.9588720492173,17.0226530235296,18.6170833807925,18.9662556430319,11.9718323416217,
ONH_02,WIN_1,20dB,Cor,35,1.42338445927639,0.502532793192443,0.876372139923944,0.394782129647144,0.24204233373317,0.062836283923757,0.0944009370825499,0.21103566074147,0.310553997680408,0.138457835372552,0.0688898093550011,0.104626463983024,0.252603282418394,0.460355017727388,0.625768791554672,0.352319915226426,0.236362509162355,0.242129511279581,20.4923613997514,9.51039507385005,15.6614315826789,11.914584906762,19.3325300834955,12.9634518226483,
ONH_02,WIN_1,20dB,Cor,37,1.39302801611,0.637539802985035,0.63947491182173,0.444232964962132,0.311263493112369,0.384114898062915,0.310399715668625,0.305760132460775,0.211740564668941,0.243521316409741,0.31591392086228,0.285935394188706,0.282574316464264,0.27017461126717,0.954563241325398,0.909031175980832,0.879563110627618,0.401657790242357,15.3631696813272,13.1112664496633,17.0115942794237,11.5127448930878,18.6825471835241,13.463052228018,
ONH_02,WIN_1,20dB,Cor,39,0.758679717456138,0.444855989632321,0.10873264362627,0.174525850427826,0.38087066387689,0.449190564341826,0.147948170307248,0.0767365209783329,0.24036151929407,0.197784614318323,0.158273316953553,0.201827319881887,0.302658203290523,0.135458241265688,0.0829252994382453,0.0712264706927767,0.149767119935305,0.383802409424991,18.0311689746211,14.9987616463126,16.6157095646182,13.0122465224618,16.9675112563506,15.8828763794257,
ONH_02,WIN_1,16dB,Cor,41,1.83891477818462,1.15364528974057,0.973891924216736,1.0009860787781,1.04795015195454,0.232244045685846,0.185725233463473,0.185872022074387,1.0361036847384,0.81504492091223,0.264492877336851,0.180503682098737,0.147263182917414,0.163930289237062,0.750735012802716,0.611905510406694,0.525812741372581,0.531278695109251,17.4661153237041,16.8598041306816,17.8893403528568,15.342803787454,21.12638126814,23.3454601929584,
ONH_02,WIN_1,16dB,Cor,43,3.34647332242597,2.25824481660487,0.68106880575797,0.529852915506309,0.543642735562569,0.298910789849731,0.247116416030995,0.266205657061472,0.170876519291725,0.212215539571866,0.286084632379332,0.222405176227119,0.175360174909692,0.340943750505286,0.594965723975047,0.500937865708371,0.464600207341627,0.218238120557114,16.2205936838307,16.819692274621,20.2998950033459,16.6201274410037,19.8901396194949,18.223398210597,
ONH_02,WIN_1,16dB,Cor,45,1.94495862903702,0.904850939237283,0.104849243696659,0.105585547472341,0.117480041309002,0.207735711676753,0.291146305224215,0.486401517137131,1.4323691541078,0.108771131898004,0.241366785705472,0.237363542502097,0.240093911319995,0.944589835078154,0.815800453490848,1.16316257465324,1.87220475815973,0.780172174901298,23.2892001206944,11.7954582341009,16.8052599051078,10.5128729894667,13.6022092624509,12.3727588605124,
ONH_02,WIN_1,16dB,Cor,47,1.22124116293673,1.17381527945159,0.416653324760938,0.213072722532169,0.139592005681266,0.125468235594644,0.21211518561097,0.42996884990337,0.395142778142827,0.0419591135231804,0.0428675536931915,0.0843761630386484,0.203240786112335,0.480025952168198,0.120867646004971,0.143159996450182,0.178367263351595,0.0702374914064467,14.512335245487,11.5527623945553,34.3976166122128,12.3671516341509,25.0338080064488,11.7746823789703,
ONH_02,WIN_1,16dB,Cor,49,2.02333777101816,2.13606508012473,1.47160808130111,0.84729525078055,0.489205296464954,0.388207839210717,0.421748498184651,0.463858034380529,0.417661110099776,0.384106606468518,0.43902793353507,0.393768380057458,0.575186497658315,0.564774625671074,0.118136350728129,0.131362571866753,0.317386502034301,0.525656101778759,15.2839634385692,19.7403870837135,16.977426062151,22.6713859302973,18.0718656858442,14.774452787688,
ONH_02,WIN_1,12dB,Cor,51,203.230943306194,105.548082290462,10.9558311930817,2.17671408924675,0.447153764657358,3.55271447122577,2.12240491428387,1.33388628374811,0.978707788543319,0.391639836658362,1.06049857927251,0.488452057355457,0.26466928527221,0.240131780771683,0.180132736736262,0.286127036944976,0.473846669482189,0.655396218035509,69.326842219149,30.3639688204388,172.22321625854,35.0365817513378,137.958958972169,36.836124365753,
