Sub,Run,Condition,Response,Trigger,T2,T3,T4,T5,T6,T7,T8,T9,T10,A6,A7,A8,A9,A10,A11,A12,A13,A14,FzMaxAmp,PzMaxAmp,F3MaxAmp,P3MaxAmp,F4MaxAmp,P4MaxAmp,ExtraTrials
ONH_02,WIN_1,24dB,Cor,21,2.65164612266411,2.87020569838076,2.6889973805543,1.746834247678,1.15348395187132,0.121266168555903,0.281643074589612,1.10642163173422,0.624184618319525,0.385211902752366,0.435486573673546,0.296748853265438,0.259103761440345,0.380694246759914,0.159388747212964,0.390306029107325,0.966216557035795,1.04028060380339,17.2001033732469,21.6014647127656,16.4482798087627,16.165671816316,17.5453749979421,15.7375868608422,
ONH_02,WIN_1,24dB,Cor,23,0.524549718857808,0.721997932064454,0.465657354816889,0.56090457209425,0.757578586976537,0.315862971594966,0.122946775907013,0.0795690073714455,0.203398776145362,0.067184907148561,0.165672271490397,0.112919697842656,0.0833614037163912,0.146926811838761,0.290233892187667,0.332875542382223,0.410294003449611,0.578545851612878,12.8663789244578,11.0995566746675,15.7618833961927,10.4059033260644,21.8413128227226,14.2408156486209,
ONH_02,WIN_1,24dB,Cor,25,1.54179616426279,1.27862859724252,0.274479942461951,0.105397062161112,0.130303927886104,0.198152908070637,0.20063441900661,0.206049602710304,0.446998373759401,0.321371778113236,0.168022963502588,0.0934154665905832,0.0866228971683643,0.506032265497154,0.645401661034471,0.936628505960568,1.37433361753803,0.576420268787914,13.0771845981235,12.5635453057265,15.9852675877719,13.1291602902245,16.1806440436744,14.0629722625236,
ONH_02,WIN_1,24dB,Cor,27,3.10341789513722,2.824888541477,0.717496938411744,0.865516427606621,1.39721671085772,0.26930525554869,1.08480406994985,4.6127935849226,2.62411053146497,0.823873803368324,0.736731300054827,0.514433413689846,0.808210087611649,1.88453390944378,2.57901728466221,1.56430404437998,1.30581737192896,3.76824842547148,16.577408812218,21.9483755817341,21.9334106174207,12.3907027518099,23.457596848725,17.9006535894428,
ONH_02,WIN_1,24dB,Cor,29,0.354023718100133,0.14344780037968,0.284512866541774,0.393392873191987,0.558120698658203,1.07148127412277,1.41570557744541,1.88992723333435,1.99299467970058,0.0924961652951527,0.0894043206800352,0.201647770637994,0.661154260503904,1.88987558740863,0.779038484421404,0.531611389660065,0.583520198250754,0.308373999698474,24.0904275134875,18.6491285636969,21.0564187594206,19.8904841184297,23.4268203385995,17.1245385041767,
ONH_02,WIN_1,20dB,Cor,31,0.851305718319268,0.557122688178044,0.337587156513797,0.390536052901812,0.532401560498846,0.756727480040188,0.660915283098349,0.62355080881278,0.212014912093743,0.276401326674299,0.383676573411813,0.564646956618,0.857948887440521,1.08116114903409,0.673438755938957,0.39624959264589,0.283102580535307,1.97676070681542,17.9840380577859,17.2790453615285,21.99124011231,14.989548239379,19.7370772171027,15.2297961796478,
ONH_02,WIN_1,20dB,Cor,33,0.567977065756712,0.43339307009854,0.386519214490873,0.350117816719576,0.371230384409891,0.614689953288145,0.589752878510514,0.580261854196176,1.18709123104251,0.146516886006723,0.184386482060165,0.164342145921054,0.265525342434219,1.00705555091094,2.17188367612783,1.26718731067173,0.75510827641415,0.259493302005946,19.8484191333482,14.9588720492173,17.0226530235296,18.6170833807925,18.9662556430319,11.9718323416217,
ONH_02,WIN_1,20dB,Cor,35,1.13430269243841,0.856836594051599,1.22907795976296,0.860800319852317,0.656814195735339,0.633007345177297,0.48875021641193,0.387426230349635,0.787415157329806,0.102991535520981,0.351294001747398,0.365815626157171,0.381406081802135,0.751392784147718,0.586932559580781,0.636811714060812,0.855298868536895,0.79281930514988,20.4923613997514,9.51039507385005,15.6614315826789,11.914584906762,19.3325300834955,12.9634518226483,
ONH_02,WIN_1,20dB,Cor,37,1.13468690948674,1.408368958462,1.45440773631128,2.06444224605336,2.94453516846483,1.11460982733515,0.871044971222884,0.692207205867418,0.159896288229782,1.04315662595494,0.227182330986669,0.294027927481574,0.384584398906933,0.581149392750473,0.289473939434401,0.416103380254814,0.602888432874604,0.219006972208616,15.3631696813272,13.1112664496633,17.0115942794237,11.5127448930878,18.6825471835241,13.463052228018,
ONH_02,WIN_1,20dB,Cor,39,0.362793906788669,0.343073646535408,0.411329809259087,0.217394551619371,0.157062023325958,0.375667051747864,0.18962078987655,0.162880155232074,0.119178402530815,0.159951933514777,0.179729786932975,0.192386018839151,0.224762976913674,0.193163570870621,0.255137127781801,0.358479443035233,0.546948696766365,0.337222221785729,18.0311689746211,14.9987616463126,16.6157095646182,13.0122465224618,16.9675112563506,15.8828763794257,
